Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
55901267,Rise of the Data Cloud,Frank Slootman,"Slootman, Frank",Steve Hamm,"=""1728363608""","=""9781728363608""",0,3.54,Authorhouse,Hardcover,264,2020,,2022/03/01,2022/03/28,,,read,,,,1,0
55764834,Rabbits,Terry Miles,"Miles, Terry",,"=""""","=""""",0,3.66,Del Rey,Kindle Edition,423,2021,2021,2022/03/28,2022/01/05,,,read,,,,1,0
55481226,Rabbits,Terry Miles,"Miles, Terry",,"=""1984819658""","=""9781984819659""",0,3.66,Del Rey Books,Hardcover,432,2021,2021,,2022/03/28,,,read,,,,1,0
7936425,More Money Than God: Hedge Funds and the Making of a New Elite,Sebastian Mallaby,"Mallaby, Sebastian",,"=""1594202559""","=""9781594202551""",0,4.08,Penguin Press,Hardcover,496,2010,2010,,2022/01/11,currently-reading,currently-reading (#14),currently-reading,,,,1,0
59833681,Fixer-Upper: How to Repair America’s Broken Housing Systems,Jenny Schuetz,"Schuetz, Jenny",,"=""""","=""""",0,3.98,,Kindle Edition,,2022,,,2022/03/28,currently-reading,currently-reading (#13),currently-reading,,,,1,0
57941115,Becoming Trader Joe: How I Did Business My Way and Still Beat the Big Guys,Patty Civalleri,"Civalleri, Patty",,"=""""","=""""",0,3.47,HarperCollins Leadership,Kindle Edition,297,2021,2021,2022/03/28,2022/01/22,,,read,,,,1,0
102439,Rainbows End,Vernor Vinge,"Vinge, Vernor",,"=""0812536363""","=""9780812536362""",0,3.77,Tor Science Fiction,Mass Market Paperback,381,2007,2006,,2022/03/25,to-read,to-read (#66),to-read,,,,0,0
827,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",,"=""0553380966""","=""9780553380965""",0,4.16,Spectra,Paperback,499,2000,1995,,2022/03/23,to-read,to-read (#65),to-read,,,,0,0
34331079,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""""","=""""",5,4.09,Penguin Press,Kindle Edition,348,2017,2017,2021/03/20,2021/03/11,,,read,,,,1,0
8247140,Factory Girls: From Village to City in a Changing China,Leslie T. Chang,"Chang, Leslie T.",,"=""""","=""""",4,3.93,,Kindle Edition,434,,2008,2022/01/05,2021/12/18,,,read,,,,1,0
362002,A Land Remembered,Patrick D. Smith,"Smith, Patrick D.",,"=""1561641162""","=""9781561641161""",0,4.44,Pineapple Press,Paperback,403,1996,1984,,2022/01/02,to-read,to-read (#64),to-read,,,,0,0
13007799,You Want Fries With That: A White-Collar Burnout Experiences Life at Minimum Wage,Prioleau Alexander,"Alexander, Prioleau",,"=""""","=""""",0,3.61,,Kindle Edition,264,,2008,2021/12/27,2021/12/26,,,read,,,,1,0
16144575,How Asia Works: Success and Failure in the World's Most Dynamic Region,Joe Studwell,"Studwell, Joe",,"=""080211959X""","=""9780802119599""",0,4.26,Grove Press,Hardcover,320,2013,2013,,2021/12/26,currently-reading,currently-reading (#12),currently-reading,,,,1,0
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",0,4.26,Ace,Hardcover,658,2019,1965,2021/12/23,2021/12/23,,,read,,,,1,0
40203647,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",Lori Gottlieb,"Gottlieb, Lori",,"=""""","=""""",2,4.38,Harper,Kindle Edition,413,2019,2019,2021/12/19,2021/12/05,,,read,,,,1,0
54447930,"Ready Player Two (Ready Player One, #2)",Ernest Cline,"Cline, Ernest",,"=""""","=""""",0,3.43,Ballantine Books,Kindle Edition,384,2020,2020,2021/12/06,2021/11/12,,,read,,,,1,0
18802222,Remote: Office Not Required,Jason Fried,"Fried, Jason",David Heinemeier Hansson,"=""""","=""""",2,3.79,Crown Business,Kindle Edition,256,2013,2013,2021/12/06,2021/12/05,,,read,,,,1,0
507952,"Empires of Light: Edison, Tesla, Westinghouse, and the Race to Electrify the World",Jill Jonnes,"Jonnes, Jill",,"=""0375758844""","=""9780375758843""",0,4.06,Random House Trade Paperbacks,Paperback,464,2004,2003,2021/12/05,2021/12/05,,,read,,,,1,0
6564051,Kafka on the Shore (Vintage International),Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",0,4.14,Vintage,Paperback,505,2005,2002,2021/12/05,2021/10/19,,,read,,,,1,0
42403122,The Code: Silicon Valley and the Remaking of America,Margaret O'Mara,"O'Mara, Margaret",,"=""""","=""""",0,3.96,Penguin Books,Kindle Edition,511,2019,2019,,2021/09/12,currently-reading,currently-reading (#11),currently-reading,,,,1,0
1995421,Seeking Wisdom: From Darwin To Munger,Peter Bevelin,"Bevelin, Peter",,"=""1578644283""","=""9781578644285""",0,4.24,Post Scriptum AB,Hardcover,318,2007,2003,,2021/10/31,to-read,to-read (#63),to-read,,,,0,0
12902053,Finite and Infinite Games,James P. Carse,"Carse, James P.",,"=""""","=""""",0,3.83,,Kindle Edition,119,,1986,2021/10/31,2020/11/19,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.23,Crown Publishers,Hardcover,374,2011,2011,2021/10/31,2021/10/31,,,read,,,,1,0
55710304,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",0,4.28,Vintage,Kindle Edition,362,2019,2019,2021/09/26,2021/09/25,,,read,,,,1,0
4024373,Chapters In My Life,Frederick Taylor Gates,"Gates, Frederick Taylor",Robert Swain Morison,"=""0029113504""","=""9780029113509""",0,4.60,Free Press,Hardcover,384,1977,1977,,2021/09/20,to-read,to-read (#62),to-read,,,,0,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",0,4.37,Beacon Press,Paperback,165,2006,1959,2021/09/19,2021/06/11,,,read,,,,1,0
21856367,"The Innovators: How a Group of Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson,"Isaacson, Walter",,"=""147670869X""","=""9781476708690""",0,4.10,Simon and Schuster,Hardcover,542,2014,2011,,2021/09/12,to-read,to-read (#61),to-read,,,,0,0
11297044,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""""","=""""",5,4.16,Simon & Schuster Digital Sales,Kindle Edition,656,2011,2011,2021/09/10,2020/09/22,,,read,,,,1,0
43722897,The Art of Statistics: How to Learn from Data,David Spiegelhalter,"Spiegelhalter, David",,"=""1541618513""","=""9781541618510""",0,4.17,Basic Books,Hardcover,448,2019,2019,,2021/08/31,to-read,to-read (#60),to-read,,,,0,0
17331306,The United States of Paranoia: A Conspiracy Theory,Jesse Walker,"Walker, Jesse",,"=""0062135570""","=""9780062135575""",0,3.57,Harper,ebook,464,2013,2012,2021/08/29,2019/04/09,currently-reading,currently-reading (#10),currently-reading,,,,2,0
25135913,Statistics Done Wrong: The Woefully Complete Guide,Alex Reinhart,"Reinhart, Alex",,"=""""","=""""",0,4.18,No Starch Press,Kindle Edition,176,2015,2013,2021/08/29,2019/06/13,,,read,,,,2,0
18401393,The Martian,Andy Weir,"Weir, Andy",,"=""""","=""""",0,4.41,Broadway Books,Kindle Edition,375,2014,2011,2021/08/29,2021/08/14,,,read,,,,1,0
38472012,Breaking Smart: Season One: How Software is Eating the World,Venkatesh G. Rao,"Rao, Venkatesh G.",Grace Witherell,"=""""","=""""",0,4.26,Ribbonfarm.com,Kindle Edition,152,2018,2015,2021/08/28,2020/06/15,,,read,,,,1,0
25733573,Reasons to Stay Alive,Matt Haig,"Haig, Matt",,"=""0143128728""","=""9780143128724""",0,4.09,Penguin Life,Paperback,256,2016,2015,2021/08/28,2021/08/14,,,read,,,,1,0
19251433,Hard Landing: The Epic Contest for Power and Profits That Plunged the Airlines into Chaos,Thomas Petzinger Jr.,"Jr., Thomas Petzinger",,"=""""","=""""",0,4.39,Currency,Kindle Edition,777,2010,1995,2021/08/28,2021/01/19,,,read,,,,1,0
22284913,"Fisher, Neyman, and the Creation of Classical Statistics",Erich L. Lehmann,"Lehmann, Erich L.",,"=""""","=""""",0,3.76,Springer New York,Kindle Edition,124,2011,2011,2021/08/22,2019/06/13,currently-reading,currently-reading (#9),currently-reading,,,,2,0
58261325,The Big Score: The Billion Dollar Story of Silicon Valley,Michael S. Malone,"Malone, Michael S.",,"=""""","=""""",0,3.84,,Kindle Edition,,2021,,,2021/08/22,currently-reading,currently-reading (#7),currently-reading,,,,1,0
11196697,The Story of My Boyhood and Youth,John Muir,"Muir, John",,"=""""","=""""",0,4.12,,Kindle Edition,132,,1913,2021/08/22,2021/08/21,,,read,,,,1,0
49930783,Why We're Polarized,Ezra Klein,"Klein, Ezra",,"=""1797107658""","=""9781797107653""",0,4.24,Simon  Schuster Audio,Audio CD,,2020,2020,,2020/06/08,,,read,,,,1,0
17563539,The Egg,Andy Weir,"Weir, Andy",,"=""""","=""""",0,4.22,Andy Weir / Galactanet,ebook,3,2009,2009,2021/08/20,2021/08/17,,,read,,,,1,0
58684962,Getting Started with Streamlit for Data Science: Create and deploy Streamlit web applications from scratch in Python,Tyler Richards,"Richards, Tyler",,"=""180056550X""","=""9781800565500""",5,4.47,,Paperback,,2021,,,2021/08/20,,,read,,,,1,0
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",0,3.69,Crown,Hardcover,305,2017,2017,,2021/08/17,,,read,,,,1,0
37837773,Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,James C. Scott,"Scott, James C.",,"=""""","=""""",0,4.21,Yale University Press,Kindle Edition,468,1998,1998,,2021/03/28,currently-reading,currently-reading (#6),currently-reading,,,,1,0
43560266,Your Money or Your Life,Joe Dominguez,"Dominguez, Joe",Vicki Robin,"=""""","=""""",2,4.01,Penguin Books,Kindle Edition,366,,1992,2020/03/08,2020/02/26,,,read,,,,1,0
57844169,"The Gray Lady Winked: How the New York Times's Misreporting, Distortions and Fabrications Radically Alter History",Ashley Rindsberg,"Rindsberg, Ashley",,"=""1736703307""","=""9781736703304""",0,3.97,Midnight Oil Publishers,Hardcover,284,2021,,2021/08/05,2021/08/01,,,read,,,,1,0
100247,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,"Potts, Rolf",,"=""0812992180""","=""9780812992182""",0,3.95,Ballantine Books,Paperback,205,2002,2002,2021/08/01,2020/01/22,,,read,,,,1,0
52098718,Why We're Polarized,Ezra Klein,"Klein, Ezra",,"=""147670032X""","=""9781476700328""",0,4.24,Avid Reader Press / Simon  Schuster,Hardcover,336,2020,2020,2021/08/01,2021/07/15,,,read,,,,1,0
57585192,"Sure, I'll Be Your Black Friend: Notes from the Other Side of the Fist Bump",Ben Philippe,"Philippe, Ben",,"=""""","=""""",0,3.79,,Kindle Edition,,2021,2021,2021/07/16,2021/07/11,,,read,,,,1,0
54372519,Liftoff: Elon Musk and the Desperate Early Days That Launched SpaceX,Eric  Berger,"Berger, Eric",,"=""""","=""""",5,4.49,William Morrow,Kindle Edition,228,2021,2021,2021/07/10,2021/03/18,,,read,,,,1,0
42041926,The Scout Mindset: Why Some People See Things Clearly and Others Don't,Julia Galef,"Galef, Julia",,"=""0735217556""","=""9780735217553""",0,4.15,Portfolio,Hardcover,288,2021,2019,2021/07/07,2021/05/02,,,read,,,,1,0
54906250,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""""","=""""",5,4.52,Ballantine Books,Kindle Edition,481,2021,2021,2021/07/05,2021/06/24,,,read,,,,1,0
40488122,The Power Of Habit: Why We Do What We Do In Life And Business,Charles Duhigg,"Duhigg, Charles",,"=""""","=""""",0,4.13,Random House,Kindle Edition,405,2012,2012,2021/06/24,2019/10/26,,,read,,,,1,0
33386674,"The Upstarts: How Uber, Airbnb, and the Killer Companies of the New Silicon Valley Are Changing the World",Brad Stone,"Stone, Brad",,"=""""","=""""",0,4.04,"Little, Brown and Company",Kindle Edition,401,2017,2017,2021/06/13,2021/05/27,,,read,,,,1,0
45697427,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""""","=""""",5,4.13,Ballantine Books,Kindle Edition,352,2016,2016,2021/05/12,2021/05/08,,,read,,,,1,0
34376766,"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind How Video Games Are Made",Jason Schreier,"Schreier, Jason",,"=""""","=""""",0,4.21,Harper Paperbacks,Kindle Edition,353,2017,2017,2021/05/25,2020/06/19,,,read,,,,1,0
18749286,How to Get Rich: One of the World's Greatest Entrepreneurs Shares His Secrets,Felix Dennis,"Dennis, Felix",,"=""""","=""""",0,4.16,Portfolio,Kindle Edition,321,2008,2008,2021/05/15,2021/03/31,rejected,rejected (#4),read,,,,1,0
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400067820""","=""9781400067824""",5,4.10,Random House,Hardcover,426,2012,2012,2021/05/13,2018/11/22,,,read,,,,1,0
53530067,Very Important People: Status and Beauty in the Global Party Circuit,Ashley Mears,"Mears, Ashley",,"=""""","=""""",0,3.77,,Kindle Edition,323,2020,2020,2021/05/02,2021/04/17,,,read,,,,1,0
55987594,Jugalbandi: The BJP Before Modi,Vinay Sitapati,"Sitapati, Vinay",,"=""0670091073""","=""9780670091072""",0,4.36,Penguin Viking,Hardcover,424,2020,2020,,2021/05/02,to-read,to-read (#59),to-read,,,,0,0
56097267,Race Brokers: Housing Markets and Segregation in 21st Century Urban America,Elizabeth Korver-Glenn,"Korver-Glenn, Elizabeth",,"=""0190063874""","=""9780190063870""",0,4.44,"Oxford University Press, USA",Paperback,240,2021,,,2021/04/21,to-read,to-read (#58),to-read,,,,0,0
50245824,A Very Punchable Face,Colin Jost,"Jost, Colin",,"=""""","=""""",0,4.22,Crown,Kindle Edition,336,2020,2020,2021/04/18,2021/03/18,,,read,,,,1,0
55297149,"Working Backwards: Insights, Stories, and Secrets from Inside Amazon",Colin Bryar,"Bryar, Colin",Bill  Carr,"=""""","=""""",0,4.24,St. Martin's Press,Kindle Edition,304,2021,2021,2021/04/13,2021/03/01,,,read,,,,1,0
15992204,The Righteous Mind: Why Good People are Divided by Politics and Religion,Jonathan Haidt,"Haidt, Jonathan",,"=""""","=""""",0,4.21,Pantheon,Kindle Edition,530,2012,2012,2021/03/28,2019/06/01,,,read,,,,1,0
6705206,The Mind-Body Problem: Poems,Katha Pollitt,"Pollitt, Katha",,"=""""","=""""",0,3.62,,Kindle Edition,97,,2009,,2021/03/01,"currently-reading, rejected","currently-reading (#5), rejected (#3)",currently-reading,,,,1,0
28789711,SPQR: A History of Ancient Rome,Mary Beard,"Beard, Mary",,"=""1631492225""","=""9781631492228""",0,4.05,Liveright,Paperback,606,2016,2015,,2021/03/18,to-read,to-read (#57),to-read,,,,0,0
15852325,How Will You Measure Your Life?,Clayton M. Christensen,"Christensen, Clayton M.",,"=""""","=""""",5,4.06,HarperBusiness,Kindle Edition,239,2012,2012,2021/03/14,2021/03/12,,,read,,,,1,0
49007883,How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need,Bill  Gates,"Gates, Bill",,"=""""","=""""",0,4.15,Vintage,Kindle Edition,288,2021,2021,2021/03/14,2021/03/01,,,read,,,,1,0
34673040,University of Berkshire Hathaway: 30 Years of Lessons Learned from Warren Buffett & Charlie Munger at the Annual Shareholders Meeting,Daniel  Pecaut,"Pecaut, Daniel",Corey Wrenn,"=""""","=""""",0,4.18,Pecaut and Company,Kindle Edition,338,2017,2017,2021/03/01,2018/11/22,,,read,,,,1,0
53604182,One Billion Americans: The Case for Thinking Bigger,Matthew Yglesias,"Yglesias, Matthew",,"=""""","=""""",4,3.87,Portfolio,Kindle Edition,267,2020,2020,2021/03/01,2021/02/09,,,read,,,,1,0
35381944,The Rise and Fall of American Growth: The U.S. Standard of Living since the Civil War (The Princeton Economic History of the Western World),Robert J. Gordon,"Gordon, Robert J.",,"=""""","=""""",0,4.19,Princeton University Press,Kindle Edition,785,2017,2016,,2021/02/28,currently-reading,currently-reading (#4),currently-reading,,,,1,0
30119715,Summary of The Rise and Fall of American Growth: by Robert J. Gordon | Includes Analysis,Instaread Summaries,"Summaries, Instaread",,"=""""","=""""",0,4.33,Instaread,Kindle Edition,,2016,,,2021/02/27,currently-reading,currently-reading (#3),currently-reading,,,,1,0
8135219,The New New Thing: A Silicon Valley Story,Michael   Lewis,"Lewis, Michael",,"=""""","=""""",2,3.75,,Kindle Edition,273,,1999,2021/01/04,2021/01/02,,,read,,,,1,0
26200918,Anything You Want: 40 Lessons for a New Kind of Entrepreneur,Derek Sivers,"Sivers, Derek",,"=""""","=""""",3,4.10,Portfolio,Kindle Edition,88,2015,2011,2021/01/18,2021/01/16,,,read,,,,1,0
36166010,Self-Reliance and Other Essays,Ralph Waldo Emerson,"Emerson, Ralph Waldo",,"=""""","=""""",0,4.13,AmazonClassics,Kindle Edition,194,2017,1844,,2021/01/24,currently-reading,currently-reading (#2),currently-reading,,,,1,0
41962724,Infinite Powers: How Calculus Reveals the Secrets of the Universe,Steven H. Strogatz,"Strogatz, Steven H.",,"=""""","=""""",0,4.29,Houghton Mifflin Harcourt,Kindle Edition,384,2019,2019,2021/01/19,2021/01/18,,,read,,,,1,0
25465101,A Wealth of Common Sense: Why Simplicity Trumps Complexity in Any Investment Plan (Bloomberg),Ben Carlson,"Carlson, Ben",,"=""""","=""""",0,4.06,Bloomberg Press,Kindle Edition,225,2015,2015,2021/01/01,2021/01/01,,,read,,,,1,0
34909073,"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",Seth Stephens-Davidowitz,"Stephens-Davidowitz, Seth",,"=""""","=""""",4,3.91,Dey Street Books,Kindle Edition,357,2017,2017,2021/01/16,2019/06/15,,,read,,,,1,0
44245196,The Great Mental Models: General Thinking Concepts,Shane Parrish,"Parrish, Shane",Rhiannon Beaubien,"=""""","=""""",0,4.09,Latticework Publishing Inc.,Audiobook,216,2019,2018,2021/01/04,2019/04/15,,,read,,,,1,0
36146011,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,"Ferriss, Timothy",,"=""""","=""""",0,4.10,Houghton Mifflin Harcourt,Kindle Edition,707,2016,2016,2021/01/02,2020/12/25,,,read,,,,1,0
49614062,How to Decide: Simple Tools for Making Better Choices,Annie Duke,"Duke, Annie",,"=""0593084608""","=""9780593084601""",0,4.00,Portfolio,Paperback,240,2020,2020,2020/12/26,2020/05/08,,,read,,,,2,0
18626849,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""""","=""""",5,4.26,Vintage,Kindle Edition,368,2010,2002,2020/11/25,2020/11/22,,,read,,,,1,0
26844576,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo",,"=""""","=""""",0,3.98,Riverhead Books,Kindle Edition,88,2016,2014,2020/12/24,2020/11/23,,,read,,,,1,0
22736001,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""""","=""""",0,3.86,OUP Oxford,Kindle Edition,352,2014,2014,2020/12/24,2020/10/10,rejected,rejected (#2),read,,,,1,0
40017519,The Rational Optimist (P.S.),Matt Ridley,"Ridley, Matt",,"=""""","=""""",0,3.98,HarperCollins,Kindle Edition,483,2010,2010,2020/12/24,2020/04/19,,,read,,,,1,0
42764751,Trillion Dollar Coach: The Leadership Playbook of Silicon Valley's Bill Campbell,Eric Schmidt,"Schmidt, Eric","Jonathan Rosenberg, Alan Eagle","=""""","=""""",0,3.99,Harper Business,Kindle Edition,238,2019,2019,2020/12/24,2020/12/19,,,read,,,,1,0
745452,Crabgrass Frontier: The Suburbanization of the United States,Kenneth T. Jackson,"Jackson, Kenneth T.",,"=""0195049837""","=""9780195049831""",0,4.01,Oxford University Press,Paperback,432,1987,1985,,2020/12/24,currently-reading,currently-reading (#1),currently-reading,,,,1,0
174713,The Lessons of History,Will Durant,"Durant, Will",Ariel Durant,"=""1567310249""","=""9781567310245""",0,4.08,"Fine Communications,US",Hardcover,119,1997,1968,2019/10/17,2019/08/11,,,read,,,,1,0
52117393,That Will Never Work: The Birth of Netflix and the Amazing Life of an Idea,Marc Randolph,"Randolph, Marc",,"=""""","=""""",0,4.21,"Little, Brown and Company",Kindle Edition,337,2019,2019,2020/12/20,2020/12/11,,,read,,,,1,0
55711828,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""""","=""""",0,4.34,Anchor,Kindle Edition,737,2015,2015,2020/12/20,2020/12/20,,,read,,,,1,0
53599704,Summary & Study Guide of Poor Charlie's Almanack: The Wit and Wisdom of Charles T. Munger by Peter D. Kaufman,Martina,"Martina, Martina",,"=""""","=""""",0,3.95,,Kindle Edition,,2020,,2020/12/15,2020/12/15,,,read,,,,1,0
19325887,The Freemasons: A History of the World's Most Powerful Secret Society,Jasper Ridley,"Ridley, Jasper",,"=""1628721170""","=""9781628721171""",0,3.21,Arcade,ebook,368,2011,2002,2020/12/07,2020/12/04,,,read,,,,1,0
10968874,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard P. Feynman,"Feynman, Richard P.","Robert B. Leighton, Matthew L. Sands","=""""","=""""",0,4.21,Basic Books,Kindle Edition,180,2011,1994,2020/11/29,2020/11/29,,,read,,,,1,0
54298022,Invent and Wander: The Collected Writings of Jeff Bezos,Jeff Bezos,"Bezos, Jeff",Walter Isaacson,"=""""","=""""",0,3.87,,Kindle Edition,,2020,2020,2020/11/29,2020/11/26,,,read,,,,1,0
43982768,The New Class War: Saving Democracy from the Managerial Elite,Michael Lind,"Lind, Michael",,"=""0593083695""","=""9780593083697""",0,3.74,Portfolio,Hardcover,224,2020,2017,,2020/11/27,to-read,to-read (#56),to-read,,,,0,0
19765931,Breath: Poems,Philip Levine,"Levine, Philip",,"=""""","=""""",0,3.98,Knopf,Kindle Edition,98,2011,2004,2020/11/24,2020/11/24,,,read,,,,1,0
55713987,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",0,4.17,Spectra,Kindle Edition,255,2004,1951,2020/11/24,2020/11/22,,,read,,,,1,0
54898389,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Jorgenson, Eric",,"=""""","=""9781544514208""",0,4.49,Magrathea Publishing,ebook,244,2020,2020,2020/11/22,2020/11/19,,,read,,,,1,0
21902733,Expert Political Judgement,Philip E. Tetlock,"Tetlock, Philip E.",,"=""""","=""""",0,4.01,,,,,2005,,2020/04/19,to-read,to-read (#47),to-read,,,,0,0
18245960,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",0,4.08,Tor Books,Kindle Edition,400,2014,2006,2020/11/15,2020/11/14,,,read,,,,1,0
24352369,"The Upside of Stress: Why Stress Is Good for You, and How to Get Good at It",Kelly McGonigal,"McGonigal, Kelly",,"=""""","=""""",0,4.07,Avery,Kindle Edition,301,2015,2012,2020/11/14,2020/05/07,,,read,,,,1,0
34155210,"Pretend I'm Not Here: How I Worked with Three Newspaper Icons, One Powerful First Lady, and Still Managed to Dig Myself Out of the Washington Swamp",Barbara Feinman Todd,"Todd, Barbara Feinman",,"=""""","=""""",0,3.76,William Morrow,Kindle Edition,323,2017,2017,2020/11/14,2020/11/11,,,read,,,,1,0
54388921,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,"Stone, Brad",,"=""""","=""""",0,4.14,"Little, Brown and Company",Kindle Edition,386,,2013,2020/11/08,2020/10/27,,,read,,,,1,0
49099937,No Rules Rules: Netflix and the Culture of Reinvention,Reed Hastings,"Hastings, Reed",Erin Meyer,"=""0593152387""","=""9780593152386""",0,4.29,Random House Large Print Publishing,Paperback,464,2020,2020,2020/10/31,2020/04/04,,,read,,,,1,0
19823829,Waking Up: A Guide to Spirituality Without Religion,Sam Harris,"Harris, Sam",,"=""""","=""""",0,3.91,Simon & Schuster,Kindle Edition,257,2014,2014,2020/10/26,2020/09/08,,,read,,,,1,0
10814,Here Is New York,E.B. White,"White, E.B.","Roger Angell, Barbara Cohen, Judith Stonehill","=""1892145022""","=""9781892145024""",0,4.29,Little Bookroom,Hardcover,58,2000,1948,2020/10/24,2020/10/24,,,read,,,,1,0
50824710,"Lights Out: Pride, Delusion, and the Fall of General Electric",Thomas Gryta,"Gryta, Thomas",Ted Mann,"=""""","=""""",0,3.93,Mariner Books,Kindle Edition,386,2020,2020,2020/10/11,2020/10/11,,,read,,,,1,0
6064179,In Defense of Food: An Eater's Manifesto,Michael Pollan,"Pollan, Michael",,"=""""","=""""",0,4.07,Penguin Books,Kindle Edition,268,2008,2008,2020/09/27,2020/09/27,,,read,,,,1,0
18652475,"The Rent Is Too Damn High: What To Do About It, And Why It Matters More Than You Think",Matthew Yglesias,"Yglesias, Matthew",,"=""""","=""""",0,4.03,Simon & Schuster,Kindle Edition,64,2012,2012,2020/09/27,2020/09/23,,,read,,,,1,0
36556202,The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure,Jonathan Haidt,"Haidt, Jonathan",Greg Lukianoff,"=""""","=""""",0,4.25,Penguin Books,Kindle Edition,352,2018,2018,2020/09/22,2019/04/14,,,read,,,,1,0
44083621,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""""","=""""",0,4.36,Abrams Press,Kindle Edition,436,2019,2019,2020/09/22,2020/04/17,,,read,,,,1,0
9803995,"Surely You're Joking, Mr. Feynman!  Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.","Ralph Leighton, Edward Hutchings, Albert R. Hibbs","=""""","=""""",4,4.27,W. W. Norton & Company,Kindle Edition,356,2008,1985,2020/09/22,2020/09/11,,,read,,,,1,0
6667514,The Checklist Manifesto: How to Get Things Right,Atul Gawande,"Gawande, Atul",,"=""0805091742""","=""9780805091748""",0,4.03,Metropolitan Books,Hardcover,208,2009,2009,,2020/09/19,to-read,to-read (#55),to-read,,,,0,0
6586497,Garlic and Sapphires: The Secret Life of a Critic in Disguise,Ruth Reichl,"Reichl, Ruth",,"=""""","=""""",4,3.94,,Kindle Edition,364,,2005,2020/09/13,2020/09/12,,,read,,,,1,0
51181015,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",Morgan Housel,"Housel, Morgan",,"=""""","=""""",5,4.37,Harriman House,Kindle Edition,224,2020,2020,2020/09/11,2020/09/08,,,read,,,,1,0
116170,The Works: Anatomy of a City,Kate Ascher,"Ascher, Kate",,"=""1594200718""","=""9781594200717""",0,4.10,"Penguin Press HC, The",Hardcover,240,2005,2005,,2020/09/08,to-read,to-read (#54),to-read,,,,0,0
216363,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0679740678""","=""9780679740674""",0,3.60,Vintage,Paperback,259,1992,1962,,2020/09/08,to-read,to-read (#53),to-read,,,,0,0
31416132,The Complacent Class: The Self-Defeating Quest for the American Dream,Tyler Cowen,"Cowen, Tyler",,"=""""","=""""",0,3.64,St. Martin's Press,Kindle Edition,256,2017,2017,2020/09/05,2020/08/05,,,read,,,,1,0
50050204,Bezonomics: How Amazon Is Changing Our Lives and What the World's Best Companies Are Learning from It,Brian Dumaine,"Dumaine, Brian",,"=""""","=""""",3,3.79,Scribner,Kindle Edition,335,2020,2020,2020/09/05,2020/08/26,,,read,,,,1,0
41941223,Recursion,Blake Crouch,"Crouch, Blake",,"=""""","=""""",4,4.16,Ballantine Books,Kindle Edition,336,2019,2019,2020/08/26,2020/08/24,,,read,,,,1,0
