Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
35300756,Why Are All The Black Kids Sitting Together in the Cafeteria?,Beverly Daniel Tatum,"Tatum, Beverly Daniel",,"=""""","=""""",0,4.33,Basic Books,Kindle Edition,304,2017,1997,2020/08/04,2019/05/25,,,read,,,,1,0
8209000,The Score Takes Care of Itself: My Philosophy of Leadership,Bill   Walsh,"Walsh, Bill",,"=""""","=""""",3,4.23,,Kindle Edition,300,,2009,2020/08/01,2019/09/10,,,read,,,,1,0
153708,A Mathematician Plays The Stock Market,John Allen Paulos,"Paulos, John Allen",,"=""0465054811""","=""9780465054817""",0,3.48,Basic Books,Paperback,224,2004,2003,2020/08/01,2020/08/01,,,read,,,,2,0
12651,The Social Contract,Jean-Jacques Rousseau,"Rousseau, Jean-Jacques",,"=""0143037498""","=""9780143037491""",0,3.78,Penguin,Paperback,168,2006,1762,,2020/07/28,,,read,,,,1,0
385228,On Liberty,John Stuart Mill,"Mill, John Stuart",,"=""""","=""""",0,3.97,Penguin Classics,Paperback,187,1985,1859,,2020/07/28,,,read,,,,1,0
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,"=""0140449337""","=""9780140449334""",0,4.26,Penguin Books,Paperback,254,2006,180,,2019/03/09,,,read,,,,1,0
34536488,Principles: Life and Work,Ray Dalio,"Dalio, Ray",Jeremy Bobb,"=""1508243247""","=""9781508243243""",2,4.12,Simon  Schuster Audio,Audio CD,592,2017,2017,2018/12/04,2018/11/22,,,read,,,,1,0
900892,A Random Walk Down Wall Street,Burton G. Malkiel,"Malkiel, Burton G.",,"=""0393325350""","=""9780393325355""",5,4.13,W. W. Norton & Company,Paperback,464,2003,1973,,2018/11/22,,,read,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",4,4.38,Avery,Kindle Edition,319,2018,2018,2020/07/23,2020/01/09,,,read,,,,1,0
52194898,No Filter: The Inside Story of Instagram,Sarah Frier,"Frier, Sarah",,"=""""","=""""",2,4.12,Simon & Schuster,Kindle Edition,352,2020,2020,2020/07/14,2020/04/04,,,read,,,,1,0
52027218,Always Day One: How the Tech Titans Plan to Stay on Top Forever,Alex Kantrowitz,"Kantrowitz, Alex",,"=""0593083482""","=""9780593083482""",2,3.89,Portfolio,Hardcover,272,2020,,2020/07/06,2020/07/05,,,read,,,,1,0
45310145,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,Robert Iger,"Iger, Robert",,"=""""","=""""",4,4.42,Random House,Kindle Edition,272,2019,2019,2020/07/03,2020/07/02,,,read,,,,1,0
10586318,"Triumph of the City: How Our Greatest Invention Makes Us Richer, Smarter, Greener, Healthier, and Happier",Edward L. Glaeser,"Glaeser, Edward L.",,"=""""","=""""",4,3.91,Penquin Publishing,Kindle Edition,352,2011,2011,2020/07/02,2020/06/19,,,read,,,,1,0
42771901,How to Do Nothing: Resisting the Attention Economy,Jenny Odell,"Odell, Jenny",,"=""1612197493""","=""9781612197494""",0,3.72,Melville House,Hardcover,232,2019,2019,2020/06/17,2019/03/26,,,read,,,,1,0
49640653,Golden Gates: Fighting for Housing in America,Conor Dougherty,"Dougherty, Conor",,"=""""","=""""",4,4.07,Penguin Press,Kindle Edition,288,2020,2020,2020/06/17,2020/05/31,,,read,,,,1,0
586472,The Right Stuff,Tom Wolfe,"Wolfe, Tom",,"=""0553381350""","=""9780553381351""",0,4.22,Bantam,Paperback,352,2001,1979,,2020/06/15,rejected,rejected (#1),read,,,,0,0
27140043,High Output Management,Andrew S. Grove,"Grove, Andrew S.",,"=""""","=""""",0,4.31,Vintage,Kindle Edition,261,2015,1983,,2020/01/21,to-read,to-read (#52),to-read,,,,0,0
30318974,Leading,Alex Ferguson,"Ferguson, Alex",Michael Moritz,"=""""","=""""",0,4.13,Books4Success,Kindle Edition,384,2016,2015,,2020/03/15,to-read,to-read (#51),to-read,,,,0,0
25837084,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",5,4.09,Ace,Kindle Edition,320,2000,1969,2020/06/13,2018/12/27,,,read,,,,1,0
26073079,"The Cultural Revolution: A People's History, 1962-1976",Frank Dikötter,"Dikötter, Frank",,"=""1632864215""","=""9781632864215""",0,4.04,Bloomsbury Press,Hardcover,396,2016,2016,,2020/06/09,to-read,to-read (#50),to-read,,,,0,0
32191706,The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,"Rothstein, Richard",,"=""1631492853""","=""9781631492853""",0,4.45,Liveright,Hardcover,368,2017,2017,,2020/06/08,to-read,to-read (#49),to-read,,,,0,0
40230101,The Mamba Mentality: How I Play,Kobe Bryant,"Bryant, Kobe","Pau Gasol, Phil Jackson, Andrew D. Bernstein","=""0374201234""","=""9780374201234""",3,4.27,MCD,Hardcover,208,2018,,2020/05/25,2020/05/25,,,read,,,,1,0
13367530,Toxic Charity: How Churches and Charities Hurt Those They Help (And How to Reverse It),Robert D. Lupton,"Lupton, Robert D.",,"=""""","=""""",3,3.95,HarperOne,Kindle Edition,213,,2011,2020/05/22,2020/05/08,,,read,,,,1,0
26849614,Living with a SEAL: 31 Days Training with the Toughest Man on the Planet,Jesse Itzler,"Itzler, Jesse",,"=""""","=""""",0,4.29,Center Street,Kindle Edition,262,2015,2015,2020/05/22,2020/04/19,,,read,,,,1,0
51112101,"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators",Ronan Farrow,"Farrow, Ronan",,"=""""","=""""",0,4.41,"Little, Brown and Company",Kindle Edition,465,2019,2019,2020/05/14,2020/05/09,,,read,,,,1,0
50164163,Circe,Madeline Miller,"Miller, Madeline",,"=""""","=""""",5,4.25,"Little, Brown and Company",Kindle Edition,433,2018,2018,2020/05/09,2020/05/03,,,read,,,,1,0
29431093,100 Tricks to Appear Smart in Meetings: How to Get By Without Even Trying,Sarah  Cooper,"Cooper, Sarah",,"=""1449476058""","=""9781449476052""",0,3.93,Andrews McMeel Publishing,Paperback,176,2016,2016,,2020/05/08,,,read,,,,1,0
9995541,"Catch-22 (Catch-22, #1)",Joseph Heller,"Heller, Joseph",,"=""1451626657""","=""9781451626650""",0,3.99,Simon & Schuster,Paperback,524,2011,1961,2019/01/01,2020/05/08,,,read,,,,1,0
128166,Are Men Necessary?: When Sexes Collide,Maureen Dowd,"Dowd, Maureen",,"=""042521236X""","=""9780425212363""",0,3.07,Berkley,Paperback,352,2006,2005,2019/01/01,2020/05/08,,,read,,,,1,0
51291,How to Lie with Statistics,Irving Geis,"Geis, Irving",Darrell Huff,"=""0393310728""","=""9780393310726""",0,3.85,W. W. Norton & Company,Paperback,142,1982,1954,2019/01/01,2020/05/08,,,read,,,,1,0
40180027,Behemoth: A History of the Factory and the Making of the Modern World,Joshua B. Freeman,"Freeman, Joshua B.",,"=""0393356620""","=""9780393356625""",0,3.83,W. W. Norton & Company,Paperback,448,2019,2018,2019/01/01,2020/05/08,,,read,,,,1,0
43130415,Trick Mirror,Jia Tolentino,"Tolentino, Jia",,"=""""","=""""",0,4.07,Random House,Kindle Edition,256,2019,2019,2019/01/01,2020/05/08,,,read,,,,1,0
49654089,"Python Machine Learning: Machine Learning and Deep Learning with Python, scikit-learn, and TensorFlow 2",Sebastian Raschka,"Raschka, Sebastian",Vahid Mirjalili,"=""""","=""""",0,4.26,Packt Publishing,Kindle Edition,770,2019,2015,2019/01/01,2020/05/08,,,read,,,,1,0
36681909,"Conspiracy: Peter Thiel, Hulk Hogan, Gawker, and the Anatomy of Intrigue",Ryan Holiday,"Holiday, Ryan",,"=""""","=""""",4,3.98,Portfolio,Kindle Edition,334,2018,2018,2020/05/03,2020/04/19,,,read,,,,1,0
52661559,Build a Career in Data Science,Emily  Robinson,"Robinson, Emily",Jacqueline Nolis,"=""1617296244""","=""9781617296246""",0,4.47,MEAP,Hardcover,250,2020,,,2020/04/27,,,read,,,,1,0
42373033,The Price We Pay: What Broke American Health Care--and How to Fix It,Marty Makary,"Makary, Marty",,"=""1635574110""","=""9781635574111""",4,4.48,Bloomsbury Publishing,Hardcover,288,2019,2019,2020/04/26,2020/01/01,,,read,,,,3,0
8160301,Liar's Poker,Michael   Lewis,"Lewis, Michael",,"=""""","=""""",4,4.15,W. W. Norton & Company,Kindle Edition,313,2010,1989,2020/04/26,2018/11/22,,,read,,,,1,0
23848190,Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink,"Willink, Jocko",Leif Babin,"=""1250067057""","=""9781250067050""",0,4.26,St. Martin's Press,Hardcover,320,2015,2015,,2020/04/19,to-read,to-read (#48),to-read,,,,0,0
5617966,A Guide to the Good Life: The Ancient Art of Stoic Joy,William B. Irvine,"Irvine, William B.",,"=""0195374614""","=""9780195374612""",0,4.19,Oxford University Press,Hardcover,326,2009,2008,,2020/04/19,to-read,to-read (#46),to-read,,,,0,0
49833241,Permanent Record,Edward Snowden,"Snowden, Edward",,"=""""","=""""",4,4.31,Metropolitan Books,Kindle Edition,328,2019,2019,2020/04/18,2020/04/05,,,read,,,,1,0
45011536,Medallion Status: True Stories from Secret Rooms,John Hodgman,"Hodgman, John",,"=""""","=""""",0,4.15,Penguin Books,Kindle Edition,303,2019,2019,2020/04/10,2020/01/27,,,read,,,,1,0
700668,"Discover Your Inner Economist: Use Incentives to Fall in Love, Survive Your Next Meeting, and Motivate Your Dentist",Tyler Cowen,"Cowen, Tyler",,"=""0525950257""","=""9780525950257""",0,3.40,Dutton,Hardcover,256,2007,2007,2020/04/05,2019/03/13,,,read,,,,1,0
46033782,More from Less: The Surprising Story of How We Learned to Prosper Using Fewer Resources—and What Happens Next,Andrew McAfee,"McAfee, Andrew",,"=""""","=""""",0,3.93,Scribner,Kindle Edition,351,2019,2019,2020/04/05,2020/01/26,,,read,,,,1,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham Verghese,"=""""","=""""",4,4.39,Random House,Kindle Edition,208,2016,2016,2020/03/22,2020/03/21,,,read,,,,1,0
33792742,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,"Peterson, Jordan B.",,"=""""","=""""",0,3.93,Random House Canada,Kindle Edition,432,2018,2018,2020/03/16,2020/03/15,,,read,,,,1,0
39701053,Autonomy: The Quest to Build the Driverless Car—And How It Will Reshape Our World,Lawrence D. Burns,"Burns, Lawrence D.",Christopher Shulgan,"=""""","=""""",4,4.13,Ecco,Kindle Edition,353,2018,2018,2020/03/08,2020/01/26,,,read,,,,1,0
44698571,The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution,Gregory Zuckerman,"Zuckerman, Gregory",,"=""""","=""""",3,4.03,Portfolio,Kindle Edition,384,2019,2019,2020/03/08,2020/02/10,,,read,,,,1,0
22389701,This Changes Everything: Capitalism vs. The Climate,Naomi Klein,"Klein, Naomi",,"=""""","=""""",3,4.16,Simon & Schuster,Kindle Edition,467,2014,2014,2020/03/08,2020/02/11,,,read,,,,1,0
44578892,Shortest Way Home: One Mayor's Challenge and a Model for America's Future,Pete Buttigieg,"Buttigieg, Pete",,"=""""","=""""",3,4.20,Liveright,Kindle Edition,347,2019,2019,2020/03/08,2020/02/26,,,read,,,,1,0
52032133,Facebook: The Inside Story,Steven Levy,"Levy, Steven",,"=""0735213151""","=""9780735213159""",4,4.09,Blue Rider Press,Hardcover,592,2020,2020,2020/03/08,2020/03/08,,,read,,,,1,0
22571552,So You've Been Publicly Shamed,Jon Ronson,"Ronson, Jon",,"=""1594487138""","=""9781594487132""",0,3.93,Riverhead Books,Hardcover,290,2015,2015,,2020/02/20,,,read,,,,1,0
43672755,Speech Police: The Global Struggle to Govern the Internet,David Kaye,"Kaye, David",,"=""0999745484""","=""9780999745489""",5,4.04,Columbia Global Reports,Paperback,144,2019,,2020/01/03,2020/01/03,,,read,,,,1,0
46136224,Uncanny Valley,Anna Wiener,"Wiener, Anna",,"=""""","=""""",3,3.65,MCD,Kindle Edition,279,2020,2020,2020/01/25,2020/01/22,,,read,,,,1,0
42099289,The Moment of Lift: How Empowering Women Changes the World,Melinda French Gates,"Gates, Melinda French",,"=""""","=""""",4,4.29,Flatiron Books,Kindle Edition,293,2019,2019,2020/01/24,2020/01/21,,,read,,,,1,0
9641493,On Bullshit,Harry G. Frankfurt,"Frankfurt, Harry G.",,"=""""","=""""",0,3.59,Princeton University Press,Kindle Edition,81,2009,1986,2020/01/21,2020/01/03,,,read,,,,1,0
36462004,Without Precedent: Chief Justice John Marshall and His Times,Joel Richard Paul,"Paul, Joel Richard",,"=""""","=""""",0,4.17,Riverhead Books,Kindle Edition,512,2018,2018,2020/01/21,2020/01/09,,,read,,,,1,0
40538681,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,Adam Higginbotham,"Higginbotham, Adam",,"=""1501134612""","=""9781501134616""",0,4.37,Simon & Schuster,Hardcover,538,2019,2019,,2020/01/09,,,read,,,,1,0
8161568,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,"Bourdain, Anthony",,"=""""","=""""",0,4.13,Bloomsbury USA,Kindle Edition,321,2008,2000,2020/01/03,2018/11/28,,,read,,,,1,0
18736925,Capital in the Twenty First Century,Thomas Piketty,"Piketty, Thomas",Arthur Goldhammer,"=""067443000X""","=""9780674430006""",0,4.05,Belknap Press: An Imprint of Harvard University Press,Hardcover,685,2014,2013,,2018/11/22,,,read,,,,1,0
44548093,Secrets of Sand Hill Road: Venture Capital and How to Get It,Scott Kupor,"Kupor, Scott",Eric Ries,"=""""","=""""",0,4.24,Portfolio,Kindle Edition,320,2019,2019,2020/01/01,2019/12/25,,,read,,,,1,0
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",0,4.36,Sceptre,Hardcover,342,2018,2018,,2019/02/07,,,read,,,,1,0
38746485,Becoming,Michelle Obama,"Obama, Michelle",,"=""""","=""""",0,4.48,Crown,Hardcover,426,2018,2018,,2019/12/19,,,read,,,,1,0
28964412,"The Daily Show (The Audiobook): An Oral History as Told by Jon Stewart, the Correspondents, Staff and Guests",Chris Smith,"Smith, Chris","Jon   Stewart, Oliver Wyman, Jay Snyder, Kevin T. Collins, Chris Lutkin, Robert Fass, Lauren Fortgang","=""1478936568""","=""9781478936565""",0,4.14,Grand Central Publishing,Audiobook,16,2016,2016,2019/12/18,2019/03/13,,,read,,,,1,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""""",0,3.91,Harper,Paperback,212,2016,2016,2019/12/18,2019/07/02,,,read,,,,1,0
27161156,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,"Vance, J.D.",,"=""0062300547""","=""9780062300546""",0,3.88,Harper,Hardcover,264,2016,2016,2019/12/18,2019/01/11,,,read,,,,2,0
26593431,The New Confessions of an Economic Hit Man,John Perkins,"Perkins, John",,"=""1626566747""","=""9781626566743""",0,3.93,Berrett-Koehler Publishers,Paperback,384,2016,2016,2019/12/18,2019/06/04,,,read,,,,1,0
26030703,Disrupted: My Misadventure in the Start-Up Bubble,Dan  Lyons,"Lyons, Dan",,"=""0316306088""","=""9780316306089""",0,3.91,Hachette Books,Hardcover,272,2016,2016,2019/12/18,2019/05/10,,,read,,,,1,0
25852784,Evicted: Poverty and Profit in the American City,Matthew Desmond,"Desmond, Matthew",,"=""0553447432""","=""9780553447439""",0,4.47,Crown Publishers,Hardcover,418,2016,2016,2019/12/18,2019/12/06,,,read,,,,1,0
35957157,Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,Annie Duke,"Duke, Annie",,"=""0735216355""","=""9780735216358""",0,3.83,Portfolio,Hardcover,288,2018,2018,2019/12/18,2019/04/07,,,read,,,,1,0
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",0,4.40,Spiegel & Grau,Hardcover,152,2015,2015,2019/12/18,2019/03/09,,,read,,,,1,0
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""9780062301239""",0,4.20,Ecco,Hardcover,392,2015,2015,2019/12/18,2019/04/16,,,read,,,,1,0
21480734,Dataclysm: Who We Are (When We Think No One's Looking),Christian Rudder,"Rudder, Christian",,"=""0385347375""","=""9780385347372""",0,3.74,Crown,Hardcover,304,2014,2014,2019/12/18,2019/08/11,,,read,,,,1,0
17899438,Young Money: Inside the Hidden World of Wall Street's Post-Crash Recruits,Kevin Roose,"Roose, Kevin",,"=""0446583251""","=""9780446583251""",0,3.68,Grand Central Publishing,Hardcover,336,2014,2014,2019/12/18,2019/07/29,,,read,,,,1,0
16171221,The Sports Gene: Inside the Science of Extraordinary Athletic Performance,David   Epstein,"Epstein, David",,"=""1591845114""","=""9781591845119""",0,4.20,Current,Hardcover,338,2013,2013,2019/12/18,2019/07/02,,,read,,,,1,0
40603783,The Defining Decade: Why Your Twenties Matter—And How to Make the Most of Them Now,Meg Jay,"Jay, Meg",,"=""""","=""""",0,4.11,Twelve,Kindle Edition,273,2012,2012,2019/12/18,2019/05/25,,,read,,,,1,0
18869177,Lying,Sam Harris,"Harris, Sam",,"=""""","=""""",0,3.87,Four Elephants Press,Kindle Edition,47,2013,2011,2019/12/18,2019/04/08,,,read,,,,2,0
38743564,"Billion Dollar Whale: The Man Who Fooled Wall Street, Hollywood, and the World",Tom         Wright,"Wright, Tom",Bradley Hope,"=""031643650X""","=""9780316436502""",0,4.06,Hachette Books,Hardcover,400,2018,2018,2019/12/18,2019/12/06,,,read,,,,1,0
40591670,I Will Teach You to Be Rich: No Guilt. No Excuses. No BS. Just a 6-Week Program That Works,Ramit Sethi,"Sethi, Ramit",,"=""1523505745""","=""9781523505746""",0,4.15,Workman Publishing Company,Paperback,352,2019,2009,2019/12/18,2019/10/26,,,read,,,,1,0
3525894,The Unlikely Disciple: A Sinner's Semester at America's Holiest University,Kevin Roose,"Roose, Kevin",,"=""044617842X""","=""9780446178426""",0,3.98,Grand Central Publishing (NY/Boston),Hardcover,324,2009,2009,2019/12/18,2019/05/18,,,read,,,,1,0
40611510,The Last Lecture,Randy Pausch,"Pausch, Randy",Jeffrey Zaslow,"=""""","=""""",0,4.26,Hachette Books,Kindle Edition,217,2008,2008,2019/12/18,2019/09/05,,,read,,,,1,0
40364332,"Inheritance: A Memoir of Genealogy, Paternity, and Love",Dani Shapiro,"Shapiro, Dani",,"=""1524732710""","=""9781524732714""",0,3.89,Knopf Publishing Group,Hardcover,252,2019,2019,2019/12/18,2019/07/02,,,read,,,,1,0
30833,The Death and Life of Great American Cities,Jane Jacobs,"Jacobs, Jane",,"=""0375508732""","=""9780375508738""",0,4.30,Random House,Hardcover,472,2002,1961,2019/12/18,2019/07/02,,,read,,,,1,0
106139,The Man Who Knew Infinity: A Life of the Genius Ramanujan,Robert Kanigel,"Kanigel, Robert",,"=""0349104522""","=""9780349104522""",0,4.02,Abacus,Paperback,438,1992,1991,2019/12/18,2019/10/17,,,read,,,,1,0
359090,Upstairs at the White House: My Life with the First Ladies,J.B. West,"West, J.B.",,"=""069810546X""","=""9780698105461""",0,4.13,Penguin Books,Paperback,381,1973,1973,2019/12/18,2019/04/24,,,read,,,,1,0
184931,Drive: The Story of My Life,Larry Bird,"Bird, Larry","Bob Ryan, Earvin ""Magic"" Johnson","=""0553287583""","=""9780553287585""",0,4.07,Bantam,Paperback,290,1990,1989,2019/12/18,2019/07/27,,,read,,,,1,0
100970,Bare: The Naked Truth About Stripping,Elisabeth Eaves,"Eaves, Elisabeth",,"=""1580051219""","=""9781580051217""",0,3.53,Seal Press,Paperback,344,2004,2002,2019/12/18,2019/05/14,,,read,,,,1,0
57981,The End of History and the Last Man,Francis Fukuyama,"Fukuyama, Francis",,"=""0743284550""","=""9780743284554""",0,3.58,Free Press,Paperback,464,2006,1992,2019/12/18,2019/04/17,,,read,,,,2,0
37564532,War on Peace: The End of Diplomacy and the Decline of American Influence,Ronan Farrow,"Farrow, Ronan",,"=""0393652106""","=""9780393652109""",0,4.16,"W. W. Norton & Company, Inc.",Hardcover,392,2018,2018,2019/12/06,2019/08/11,,,read,,,,1,0
17331349,Think Like a Freak,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0062218360""","=""9780062218360""",0,3.85,William Morrow,ebook,304,2014,2014,,2019/10/26,,,read,,,,1,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",5,4.47,Random House,Hardcover,352,2018,2018,2019/04/02,2018/12/27,,,read,,,,1,0
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""""","=""""",5,4.41,Knopf,Hardcover,339,2018,2018,,2018/11/22,,,read,,,,1,0
34928269,Capitalism without Capital: The Rise of the Intangible Economy,Jonathan Haskel,"Haskel, Jonathan",Stian Westlake,"=""0691175039""","=""9780691175034""",0,3.79,Princeton University Press,Hardcover,288,2017,2017,2019/10/26,2019/10/02,,,read,,,,1,0
35696171,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",Steven Pinker,"Pinker, Steven",,"=""0525427570""","=""9780525427575""",0,4.21,Viking,Hardcover,576,2018,2018,2019/10/18,2018/11/22,,,read,,,,1,0
36197082,Cryptoassets: The Innovative Investor's Guide to Bitcoin and Beyond,Chris Burniske,"Burniske, Chris",Jack Tatar,"=""""","=""""",0,3.95,McGraw Hill,Kindle Edition,369,2017,2017,2019/10/17,2019/09/02,,,read,,,,1,0
41793,Hackers & Painters: Big Ideas from the Computer Age,Paul    Graham,"Graham, Paul","Allen Noren, Matt Hutchinson","=""0596006624""","=""9780596006624""",0,4.06,O'Reilly Media,Hardcover,272,2004,2004,,2019/09/14,to-read,to-read (#45),to-read,,,,0,0
44573628,Super Pumped: The Battle for Uber,Mike Isaac,"Isaac, Mike",,"=""0393652246""","=""9780393652246""",0,4.14,W. W. Norton & Company,Hardcover,408,2019,2019,,2019/09/13,,,read,,,,1,0
55981,Consilience: The Unity of Knowledge,Edward O. Wilson,"Wilson, Edward O.",,"=""067976867X""","=""9780679768678""",0,3.99,Vintage,Paperback,368,1999,1998,,2019/09/13,to-read,to-read (#44),to-read,,,,0,0
18693884,How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,"Ellenberg, Jordan",,"=""1594205221""","=""9781594205224""",0,3.96,Penguin Press,Hardcover,480,2014,2014,2019/08/28,2019/05/25,,,read,,,,1,0
40672036,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,"Newport, Cal",,"=""""","=""""",0,4.06,Portfolio,Kindle Edition,302,2019,2019,,2019/08/21,to-read,to-read (#43),to-read,,,,0,0
4865,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",0,4.22,Gallery Books,Paperback,288,1998,1936,,2019/08/21,,,read,,,,1,0
6828896,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,"Hsieh, Tony",,"=""0446563048""","=""9780446563048""",0,4.03,Grand Central Publishing,Hardcover,246,2010,2010,2019/08/21,2019/08/11,,,read,,,,1,0
476241,"Supercapitalism: The Transformation of Business, Democracy, and Everyday Life",Robert B. Reich,"Reich, Robert B.",,"=""0307265617""","=""9780307265616""",0,4.00,Knopf,Hardcover,251,2007,2007,2019/08/20,2019/08/11,,,read,,,,1,0
8501350,There Is Power in a Union: The Epic Story of Labor in America,Philip Dray,"Dray, Philip",,"=""0385526296""","=""9780385526296""",0,4.18,Doubleday,Hardcover,784,2010,2010,,2019/07/31,to-read,to-read (#42),to-read,,,,0,0
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,"=""""","=""""",0,4.12,HarperCollins Canada ,Hardcover,247,2008,2008,2019/07/30,2019/04/10,,,read,,,,1,0
32622193,A Little History of Economics,Niall Kishtainy,"Kishtainy, Niall",,"=""0300206364""","=""9780300206364""",0,4.09,Yale University Press,Hardcover,256,2017,2017,2019/07/30,2019/05/14,,,read,,,,1,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",0,3.80,Scribner,Hardcover,96,1996,1952,,2019/07/27,,,read,,,,1,0
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",0,4.13,Ember,Paperback,208,2006,1993,,2019/07/27,,,read,,,,1,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,4.39,Alfred A. Knopf,Hardcover,552,2006,2006,,2019/07/27,,,read,,,,1,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2019/07/27,,,read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.69,Penguin Books ,Paperback,182,1999,1954,,2019/07/27,,,read,,,,1,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""""","=""""",0,4.33,Riverhead Books,Paperback,371,2004,2003,,2019/07/27,,,read,,,,1,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""""","=""""",0,3.90,Anchor,Paperback,489,2006,2003,,2019/07/27,,,read,,,,1,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",0,3.81,Back Bay Books,Paperback,277,2001,1951,,2019/07/27,,,read,,,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",0,3.98,Signet Classics,Mass Market Paperback,128,1996,1945,,2019/07/27,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",0,3.93,Scribner,Paperback,180,1925,1925,,2019/07/27,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",0,4.27,Harper Perennial Modern Classics ,Paperback,336,2006,1960,,2019/07/27,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",0,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,2019/07/27,,,read,,,,1,0
11138,Mere Christianity,C.S. Lewis,"Lewis, C.S.",,"=""0684823780""","=""9780684823782""",0,4.35,Touchstone Books,Paperback,191,1996,1942,,2019/07/27,,,read,,,,1,0
17383917,The Screwtape Letters,C.S. Lewis,"Lewis, C.S.",,"=""0062023179""","=""9780062023179""",0,4.25,HarperOne,Hardcover,223,2013,1942,,2019/07/27,,,read,,,,1,0
11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0066238501""","=""9780066238500""",0,4.27,HarperCollins,Paperback,767,2014,1956,,2019/07/27,,,read,,,,1,0
3220405,"Ender in Exile (Ender's Saga, #5)",Orson Scott Card,"Card, Orson Scott",,"=""0765304961""","=""9780765304964""",0,3.91,Tor Books,Hardcover,369,2008,2008,,2019/07/27,,,read,,,,1,0
8647,"Shadow of the Giant (The Shadow Series, #4)",Orson Scott Card,"Card, Orson Scott",,"=""1841492051""","=""9781841492056""",0,4.01,,Hardcover,388,2005,2005,,2019/07/27,,,read,,,,1,0
